IDENT,LATITUDE,LONGITUDE
WERRA,51.47,9.734166667
WEZEL,50.29566667,7.23
WINK,50.13766667,6.962941667
WISMA,53.8255,11.4855
WLD18,48.35003056,11.43869444
WLD42,49.26825,10.90559167
WOBAG,50.01718056,8.030808333
WTM01,53.55086944,7.752516667
WTM03,53.56639167,7.643744444
WTM04,53.60533333,7.79715
WTM05,53.57499167,7.560972222
WTM06,53.63081944,7.833208333
WTM08,53.52292222,7.971155556
WTM10,53.55779167,7.697811111
WTM11,53.51587222,8.025769444
WTM12,53.70720556,7.941641667
WTM13,53.50702778,8.094013889
WTM14,53.57401389,8.115347222
WTM22,53.43478333,8.044411111
WTM55,53.64558333,7.656777778
WTM70,53.53694444,7.861872222
WTM74,53.52994722,7.916522222
WTM80,53.56573611,7.948083333
WTM99,53.5065,7.9938
WYP31,51.38289444,6.724216667
XAMOD,51.68972222,7.134444444
XAMUB,49.79416667,8.327833333
XATER,47.8275,11.09583333
XAVER,52.46009444,9.937691667
XAXAP,49.42050833,7.2289
XERUM,48.81111111,10.76777778
XILSI,49.43661389,7.618716667
XULET,51.62222222,6.098333333
ZWN03,49.24781944,7.434425
ZWN04,49.28674722,7.468805556
ZWN07,49.12808611,7.329077778
ZWN08,49.11428889,7.314736111
ZWN09,49.07179167,7.279752778
ZWN10,49.07268611,7.277430556
ZWN11,49.09120833,7.200836111
ZWN12,49.07276389,7.232188889
ZWN20,49.37300556,7.498133333
ZWN25,49.19301389,7.386130556
ZWN30,49.27578611,7.311930556
ZWN40,49.171375,7.367097222
ZWN46,49.29478889,7.478019444
ZWN47,49.29539722,7.476452778
ZWN56,49.14828889,7.346811111
ZWN80,49.11365278,7.316419444
ZWN81,49.34728056,7.522391667
ZWN82,49.34635833,7.524786111
ZWN92,49.37993889,7.458636111
AB021,51.18589444,14.47929444
AB022,51.17148333,14.40317778
AB023,51.226525,14.34076111
AB071,51.23445556,14.73810833
AB072,51.30133056,14.74983056
AB073,51.16342222,14.76362778
AB430,51.15943611,14.33978611
AB439,51.24695,14.80529722
AB450,51.099,14.36219722
AB458,51.14313889,14.71489167
AB459,51.16698889,14.84300556
ABDAP,49.99138889,7.156944444
ABDIM,53.04251389,8.174391667
ABEBO,47.68090556,9.916688889
ABGOT,50.9847,10.63437222
ABSIX,49.92944444,7.330277778
ABSUL,51.38498333,9.0697
ABUSI,48.3911,10.77904722
AC042,51.15017222,12.60556389
AC043,51.26470278,12.01377778
AC044,51.1103,12.6746
AC045,51.10853611,12.51722778
AC222,50.90013056,12.31256944
AC223,51.04699167,12.07783056
AC224,50.96582778,12.34106944
AC225,50.88551389,12.38107778
AC420,50.843325,12.15653889
AC429,51.21464167,12.63997222
AC430,50.79065278,12.25835278
AC439,51.16154167,12.74205278
ADILO,47.34581389,10.94765278
ADKUV,50.50680833,6.817408333
ADMUM,50.56055556,7.174722222
ADPUP,51.19251389,12.84220556
ADUSU,49.95611111,6.196111111
AGBUL,50.09277778,6.756388889
AGEDA,51.78294722,7.021419444
AGOLO,50.20011111,9.676186111
AGUBA,49.99812778,8.071038889
AKABI,47.71681667,9.233333333
AKASO,51.14168056,12.57887778
ALESI,52.40052222,10.82036944
ALIRI,51.41138889,11.86611111
ALOXO,47.76694444,9.970277778
AMIKI,47.57395,9.037575
AMRAK,54.82444444,9.750555556
AMRIS,47.50476944,9.384769444
AMTIX,49.76210833,9.091541667
ANAVI,51.31196389,7.388458333
ANIBI,51.09978333,10.74581667
ANORA,48.94951944,10.54824444
ARBAX,49.21101389,13.04304722
ARCKY,50.29916667,6.132222222
ARDUL,51.135,8.153055556
ARGEV,47.60107222,9.331013889
ASBAB,49.96900278,8.847922222
ASBAG,48.68211389,10.84547222
ASGAL,49.14780833,9.489005556
ATBAS,47.34958333,9.016097222
ATTUS,54.89972222,8.782777778
AVESA,53.29326389,8.157691667
BABKA,52.26787778,10.839325
BADIT,48.16431944,12.83433889
BADIV,52.38718056,10.28291667
BAGMI,49.22678333,12.85720556
BAGOS,54.57277778,11.27
BAKLI,54.91666667,13.56077778
BALAX,49.86020556,8.125883333
BAMOR,54.44611111,11.84138889
BAMTA,48.73211111,12.88736111
BANIX,53.04048889,8.519733333
BANUX,49.10861111,8.665833333
BAPOV,52.56666944,12.08389167
BARDU,54.56166667,8.918055556
BARIX,49.12240556,13.17650278
BASUG,54.33735556,12.86408889
BATEB,51.01722222,8.690555556
BATIX,51.22799722,14.70347222
BATUX,53.14424167,13.26953333
BAXIM,50.95667222,6.047319444
BC001,51.84562778,11.34378056
BC002,51.84249444,11.32128889
BC003,51.89165556,11.19387222
BC004,51.79876111,11.30403333
BC005,51.69575278,11.37094167
BC006,51.91297778,11.3161
BC010,51.86557778,11.48789167
BC011,51.93774167,11.45868333
BC012,51.89629444,11.71256944
BC013,51.81411111,11.537375
BEBSA,50.79846389,6.921408333
BEKBA,53.13187778,13.675325
BEMIX,51.12484722,12.21037222
BESAL,51.65,6.577833333
BETAS,48.06805556,11.35
BETEX,49.81583333,6.425277778
BETKO,50.98515833,10.55305556
BETUT,49.93105556,11.49700278
BETZO,50.92083333,7.914444444
BH430,54.33895,12.51166944
BH439,54.33663056,12.97782778
BH450,54.26856389,12.51103056
BH721,54.33898056,12.50161389
BH722,54.40996389,12.493525
BH901,54.337025,12.91781944
BH902,54.26571667,12.91553333
BIBAG,48.39705,12.74978056
BIBNU,53.12879167,10.45693611
BILRA,54.77460833,14.33883056
BINGU,48.62022778,12.61753611
BINKA,53.75955833,14.27557778
BISBU,49.91161389,10.79715833
BITNA,53.7557,10.46295833
BM013,52.07056667,11.47168333
BM014,52.02638611,11.46738611
BM021,52.06824722,11.36172222
BM022,52.11748889,11.34288056
BM023,52.18323333,11.58024722
BM024,52.01290278,11.36039722
BM025,52.06706944,11.30770833
BM091,52.07869167,11.90392778
BM092,52.12124444,11.95513889
BM094,52.02503611,11.92134722
BM431,52.22028333,11.87355556
BM432,52.16162778,11.88238056
BM433,52.12000833,11.88426111
BM442,51.99514722,11.88988333
BM443,52.03676667,11.88801389
BM452,52.07838889,11.88613889
BODAN,47.58750556,9.451383333
BOGRU,51.05190833,5.912533333
BOMBA,51.55166667,7.106944444
BUGUR,49.77805556,8.265555556
BULEM,51.00020278,10.69927778
BUREG,48.45465556,11.06418889
BUSEP,52.37166667,9.090555556
CD100,51.85520278,14.38876944
CD201,51.83030278,14.62340278
CD202,51.829075,14.516675
DB071,52.40319167,13.74960278
DB072,52.40630278,13.88858056
DB073,52.40816111,13.97499167
DB074,52.59156389,13.960125
DB075,52.36508611,13.79323333
DB076,52.34880833,13.76340278
DB077,52.30685,13.521225
DB078,52.40773333,13.95469722
DB251,52.31514167,13.24963056
DB252,52.30454444,13.20006667
DB253,52.25238056,12.76868056
DB254,52.24478333,13.28844167
DB255,52.33247222,13.72728611
DB257,52.25545278,13.22422222
DB439,52.26001111,13.73954722
DB440,52.32847222,13.69665833
DB441,52.35233333,13.7982
DB442,52.37610556,13.89985
DB443,52.39664167,13.98805278
DB444,52.40521667,14.08133889
DB445,52.41502778,14.18907778
DB446,52.42473889,14.29686667
DB452,52.45388333,13.851375
DB453,52.47763889,13.95326667
DB454,52.48756389,14.06115278
DB455,52.49739167,14.16908889
DB456,52.50712222,14.27707222
DB490,52.41338889,13.67848889
DB531,52.39186111,13.21256667
DB532,52.36742778,13.1113
DB533,52.34290833,13.01014444
DB534,52.31830278,12.90910278
DB535,52.29361111,12.80817222
DB536,52.26883056,12.70735278
DB541,52.23684444,13.31186944
DB542,52.21249444,13.21090278
DB543,52.18805833,13.11004444
DB544,52.16353889,13.00929722
DB545,52.13893056,12.90866111
DB546,52.11423611,12.80813333
DB552,52.28996667,13.16112222
DB553,52.26551111,13.06017222
DB554,52.24095278,12.95927222
DB555,52.21631111,12.85848333
DB556,52.19158333,12.75780556
DB590,52.33135833,13.333025
DB600,52.35086667,13.068975
DB605,52.21249167,13.21129167
DB610,52.28985556,13.16133333
DB620,52.39643889,13.60648056
DB621,52.33282222,13.71852778
DB700,52.65773333,14.00514722
DB705,52.38201667,13.92498611
DB710,52.45975556,13.87640556
DB720,52.34833333,13.40362778
DB721,52.28087222,13.36010556
DC041,51.19538333,13.9304
DC042,50.79320556,13.74576389
DC044,51.27473333,13.93680833
DC221,51.10234167,13.72270833
DC222,51.13151389,13.62016111
DC224,51.05021111,13.557975
DC225,51.00328889,13.66453056
DC226,51.0478,13.64478056
DC229,50.98456389,13.76331944
DC230,50.982425,13.64346389
DC231,50.94086389,13.60645556
DC232,51.21208333,13.36476389
DC410,51.22897222,13.56444722
DC420,50.96428333,13.31982778
DC421,51.01490556,13.38848889
DC422,51.06548889,13.45730278
DC423,51.16089167,13.58765556
DC425,51.29814444,13.77650278
DC426,51.34849722,13.84617222
DC427,51.39880556,13.91599722
DC428,50.76685833,13.10573056
DC429,51.06345833,13.21171944
DC430,50.89718056,13.44382778
DC431,50.92753333,13.48505833
DC436,51.28111944,13.97094167
DC437,51.331375,14.04084444
DC450,50.82905,13.56900278
DC451,50.879525,13.63773333
DC452,50.92995833,13.70661667
DC453,51.02507778,13.83710278
DC454,51.05684167,13.88084444
DC455,51.16192222,14.02613611
DC456,51.21212222,14.095875
DC457,51.26228056,14.16576667
DC458,51.163625,13.983825
DC459,51.22638056,14.07095278
DC460,50.99771944,13.98860833
DC491,51.06287778,13.59396111
DC492,51.09387222,13.53770278
DC493,50.98176389,13.38500556
DC494,51.24692778,13.781375
DC495,51.20736944,13.66341389
DE101,50.96929722,11.06231944
DE102,51.01985556,11.09764722
DE103,50.95976667,11.15283056
DE104,50.90462778,11.19348333
DE105,50.96130556,11.138275
DE106,51.00841667,11.19609722
DE107,50.83610833,11.12965278
DE108,50.83078333,11.32742222
DE281,50.99287222,10.79321389
DE282,51.07076111,10.808475
DE283,51.06049444,10.93854167
DE284,51.06629167,10.77116944
DE285,51.11300833,10.90870278
DE286,50.98297222,10.87856667
DE287,51.033925,10.85674444
DE288,51.07541667,10.95615
DE289,51.03701389,10.86855556
DE290,51.04564722,55.4115
DE410,50.98624722,11.4062
DE420,51.090975,10.61039167
DE421,51.08287222,10.71541389
DE422,51.07467222,10.82039722
DE423,51.06252222,10.973725
DE425,51.05017778,11.12683056
DE426,51.04160556,11.23166389
DE427,51.03966667,11.2552
DE428,51.02915556,11.38181944
DE430,51.00829167,10.59443056
DE437,50.94658333,11.36449444
DE450,50.92560556,10.57852778
DE451,50.91753333,10.68317778
DE452,50.90936389,10.78779167
DE453,50.89725556,10.94057778
DE454,50.89402222,10.98093889
DE455,50.88495833,11.09313889
DE456,50.87641667,11.19760278
DE457,50.86401111,11.34723056
DE460,50.91459444,10.52218889
DE470,50.84187222,10.99913611
DE480,50.81967222,10.96603889
DE491,50.98716111,10.86565
DE492,51.05179722,10.85584722
DE493,51.06848611,10.93746389
DE494,51.03901667,11.01276667
DEKOV,50.89735278,14.21638611
DEMIR,54.83638889,9.852777778
DENOV,50.63676667,6.207105556
DEP12,48.70838889,10.76652778
DEP30,48.70674444,10.77148333
DESAN,51.39848333,11.93208056
DESOD,51.41676389,8.078402778
DEVRU,50.55583333,6.955
DEXON,51.28277778,6.658055556
DEXUG,52.40041389,12.26019444
DF007,49.99148056,8.373677778
DF009,49.97722222,8.314608333
DF010,50.17723333,8.817716667
DF011,50.19441667,8.890761111
DF012,50.21725278,8.988230556
DF013,50.23941389,9.083241667
DF014,50.26267778,9.183455556
DF015,50.28526389,9.281211111
DF016,50.30776667,9.379061111
DF021,50.12403333,8.930766667
DF022,50.14684167,9.028116667
DF023,50.16956389,9.125561111
DF024,50.19220278,9.223102778
DF025,50.21475833,9.320736111
DF026,50.23722778,9.418458333
DF030,50.04376667,8.890963889
DF031,50.06147778,8.966261111
DF032,50.08425278,9.063497222
DF033,50.10694167,9.160827778
DF034,50.12955,9.25825
DF035,50.152075,9.355769444
DF036,50.17451389,9.453380556
DF040,50.03402222,8.218602778
DF041,50.010525,8.121883333
DF042,49.98694167,8.025263889
DF043,49.96327778,7.928738889
DF044,49.93952778,7.832305556
DF051,49.94008611,8.161538889
DF052,49.91653611,8.065030556
DF053,49.89290278,7.968616667
DF054,49.86918889,7.872302778
DF060,49.90084444,8.292911111
DF061,49.87740556,8.196419444
DF062,49.85388611,8.100025
DF063,49.83028333,8.003727778
DF070,50.22859722,8.649266667
DF071,50.14848889,8.696097222
DF072,50.06336389,8.309758333
DF073,50.15460556,8.692525
DF080,49.954875,8.860413889
DF081,49.99132778,8.669569444
DF082,49.93217222,8.422561111
DF083,49.91466389,8.350080556
DF084,50.034225,8.896186111
DF090,50.10683333,8.176697222
DF092,50.15110278,8.372147222
DF093,50.22337778,8.330719444
DF094,50.080775,8.412330556
DF095,50.06155278,8.311358333
DF096,50.05743889,8.315419444
DF121,49.93015556,8.110908333
DF122,49.92033611,8.090691667
DF123,50.14097778,8.990816667
DF124,50.14249167,9.01845
DF132,50.11648056,8.322541667
DF133,50.0306,8.446808333
DF134,50.02881667,8.518772222
DF135,50.02443611,8.521227778
DF136,50.01110833,8.283627778
DF137,49.96592222,8.528455556
DF138,49.97228611,8.422577778
DF139,50.05686667,8.637
DF140,50.052025,8.637433333
DF141,50.01791111,8.502063889
DF142,50.00853611,8.496883333
DF143,49.98273889,8.482497222
DF144,50.047825,8.598986111
DF145,50.04343611,8.601283333
DF146,50.10033889,8.634052778
DF149,50.07274167,8.710713889
DF150,50.01024722,8.751738889
DF151,50.05758611,8.8436
DF152,50.07055278,8.708008333
DF153,49.84135833,8.690519444
DF154,49.97837222,8.594244444
DF155,49.91288611,8.71635
DF157,49.7911,8.672294444
DF158,49.96666944,8.526383333
DF159,49.94960833,8.573644444
DF160,49.87365278,8.53495
DF161,49.94078333,8.160283333
DF162,50.00978889,8.49625
DF163,49.93205833,8.454663889
DF164,49.86224167,8.350619444
DF165,50.00238333,8.495194444
DF166,49.9549,8.488833333
DF167,49.70300556,8.636325
DF168,49.93915833,8.602794444
DF169,50.06450833,9.283394444
DF170,50.01533333,8.496194444
DF171,50.007625,8.492527778
DF172,49.91460278,8.449433333
DF173,49.96416667,8.472363889
DF174,49.9357,8.419477778
DF175,49.93734167,8.339038889
DF180,49.90520278,8.445066667
DF196,49.78800278,8.237066667
DF197,49.97964444,8.526280556
DF198,49.75102222,8.465869444
DF200,49.72001389,8.448461111
DF201,49.78755,8.239527778
DF233,50.03331667,8.421305556
DF234,50.02651389,8.509825
DF235,50.02315,8.516161111
DF236,50.02385556,8.390108333
DF237,50.0391,8.340594444
DF238,50.12848056,8.265513889
DF239,50.02315,8.516161111
DF270,50.027075,8.142816667
DF271,49.86978611,8.227463889
DF272,49.94849167,8.185141667
DF273,50.09293889,8.806794444
DF275,50.02273611,8.145158333
DF276,49.86544722,8.229783333
DF277,49.94409167,8.187508333
DF278,50.05587778,8.843947222
DF281,50.12641111,8.929672222
DF282,49.98358611,8.346222222
DF289,50.12201667,8.932038889
DF290,50.02046944,8.504636111
DF291,49.99518056,8.451258333
DF401,49.99319722,7.949416667
DF402,50.07303333,8.271522222
DF403,50.09670278,8.375016667
DF406,50.362275,9.258227778
DF407,50.394875,9.175586111
DF408,50.26631667,8.627155556
DF409,50.17035556,8.683316667
DF410,50.19273056,8.777658333
DF411,50.21570278,8.875230556
DF412,50.23859444,8.9729
DF413,50.2614,9.070663889
DF414,50.28411944,9.168522222
DF415,50.30675833,9.266475
DF416,50.32931111,9.364525
DF421,50.13742778,8.919797222
DF422,50.16027778,9.017325
DF423,50.18304444,9.114947222
DF424,50.20572778,9.212663889
DF425,50.22832778,9.310475
DF426,50.25084444,9.408380556
DF431,50.07764167,7.857302778
DF432,50.20679167,8.388730556
DF436,50.23115278,9.282030556
DF437,50.27125278,9.113002778
DF439,50.112825,8.442441667
DF441,50.03104167,8.105747222
DF442,50.00741389,8.008936111
DF443,49.98370278,7.912225
DF444,49.95991111,7.815608333
DF452,49.92948611,8.054738889
DF453,49.90581389,7.958161111
DF454,49.88206111,7.861683333
DF601,49.93681111,8.526894444
DF607,50.01835833,9.248827778
DF608,49.93068889,8.874880556
DF609,50.00900278,8.830408333
DF611,50.04283611,8.973497222
DF612,50.06563889,9.0708
DF613,50.08836111,9.168252778
DF614,50.11099722,9.265797222
DF615,50.13355278,9.363436111
DF616,50.15602222,9.461169444
DF621,50.12113056,8.929055556
DF622,50.143975,9.026552778
DF623,50.16673333,9.124147222
DF624,50.18940833,9.221833333
DF625,50.212,9.319616667
DF626,50.23450833,9.417491667
DF631,50.00621111,8.212258333
DF632,50.02092222,8.342147222
DF635,49.98242778,8.716938889
DF636,49.92675556,8.485572222
DF640,49.88313889,8.305111111
DF641,49.85909167,8.206255556
DF642,49.83555,8.109747222
DF643,49.81192778,8.013333333
DF644,49.78822222,7.917016667
DF651,49.93708056,8.160772222
DF652,49.9135,8.064125
DF653,49.88983611,7.967577778
DF654,49.86609167,7.871125
DF902,50.0849,8.983358333
DF907,50.01445278,8.965741667
DF911,49.93061389,8.247930556
DF914,49.87829722,8.368197222
DF951,50.07101667,8.008172222
DG010,52.12018611,8.035455556
DG011,51.98328889,7.387986111
DG012,52.06193056,7.343591667
DG013,52.15932778,7.799994444
DG014,52.15044444,8.125986111
DG015,52.20295,8.160102778
DG016,52.20583889,8.024652778
DG017,52.10726667,7.555683333
DG020,52.06390278,7.528255556
DG021,52.09615556,7.507525
DG022,52.10404722,7.543683333
DG023,52.12618889,7.645394444
DG024,52.04243611,7.518680556
DG025,52.02611667,7.579669444
DG026,52.09995556,7.641855556
DG027,52.057025,7.7035
DG040,52.12230278,7.861286111
DG041,51.96666111,7.771344444
DG071,52.14268333,7.722438889
DG072,52.14032778,7.711480556
DG073,52.18182222,7.693080556
DG074,52.11190278,7.870858333
DG075,52.09514167,7.846116667
DG076,52.07085,7.774961111
DH002,53.56488333,9.856008333
DH004,53.72992222,9.909777778
DH008,53.55232778,10.06325556
DH020,53.5305,9.612908333
DH025,53.47950833,9.684672222
DH030,53.68217222,10.09381667
DH040,53.81764444,9.706791667
DH045,53.84823611,9.806719444
DH050,53.59032222,10.03056389
DH051,53.59155,10.13186389
DH060,53.82659167,10.2117
DH065,53.77525278,10.28325278
DH070,53.53773611,9.930577778
DH080,53.40347778,10.06569167
DH085,53.43378333,10.16490278
DH090,53.74820556,9.979636111
DH100,53.56740278,9.859180556
DH101,53.57309444,9.808436111
DH102,53.62398611,9.795355556
DH103,53.89400833,10.12098889
DH104,53.77589722,10.04311389
DH105,53.48801389,9.696372222
DH106,53.412425,9.5416
DH107,53.32915278,9.293463889
DH108,53.51480556,9.911227778
DH109,53.51326111,10.05276389
DH110,53.85045556,10.32356667
DH111,53.57548333,9.875811111
DH150,53.70501667,10.14045278
DH151,53.727275,10.18578889
DH152,53.72806667,10.18766111
DH153,53.75385278,9.978169444
DH154,53.71238889,10.16092222
DH200,53.59763333,10.02384444
DH201,53.59613056,10.1186
DH202,53.56065556,10.05532778
DH203,53.50936389,10.01504444
DH204,53.49518611,10.11092222
DH205,53.48225833,9.818219444
DH206,53.44443611,9.547727778
DH207,53.42050833,9.379038889
DH208,53.52934444,10.08194722
DH209,53.52523889,10.18775
DH210,53.75150556,9.494558333
DH211,53.69623611,9.432013889
DH212,53.69195278,10.37897222
DH213,53.50042222,9.509541667
DH214,53.4575,9.424219444
DH215,53.41453889,9.339105556
DH225,53.71311111,10.37670278
DH226,53.67080556,10.29010278
DH227,53.62843611,10.20366944
DH228,53.58600833,10.11740833
DH229,53.54351667,10.03131667
DH230,53.50096111,9.945391667
DH231,53.45834722,9.859636111
DH232,53.41566944,9.77405
DH233,53.37293333,9.688630556
DH234,53.33013333,9.603380556
DH235,53.28737778,9.518505556
DH250,53.68765,9.946816667
DH251,53.71365,9.9469
DH252,53.74311111,10.03277222
DH253,53.73493889,9.946913889
DH254,53.71968056,9.919405556
DH255,53.35099444,9.428936111
DH256,53.39391389,9.514055556
DH257,53.43677222,9.599344444
DH258,53.47957222,9.6848
DH259,53.84893889,10.34353056
DH403,53.47146389,10.28916667
DH404,53.53080556,10.23853333
DH405,53.59012222,10.18776111
DH406,53.64941667,10.13684722
DH407,53.70868889,10.08579444
DH408,53.76793611,10.03460278
DH409,53.82715833,9.983269444
DH410,53.85965833,10.20802778
DH412,53.88625278,9.931886111
DH413,53.94542778,9.880269444
DH414,54.00457778,9.828508333
DH416,54.06370556,9.776605556
DH428,53.57358611,9.887813889
DH429,53.63275556,9.836511111
DH430,53.69179444,9.785158333
DH431,53.75091667,9.733572222
DH432,53.80990833,9.681938889
DH433,53.86898056,9.630069444
DH434,53.92803056,9.578055556
DH435,53.98703889,9.525913889
DH455,54.02543611,9.651147222
DH456,53.96636111,9.703177778
DH457,53.90729167,9.755036111
DH458,53.84816667,9.806780556
DH600,53.56665278,10.42972222
DH607,53.49795556,9.94345
DH608,53.54080833,10.02895
DH609,53.58359722,10.11461944
DH610,53.62632778,10.20045833
DH611,53.66899444,10.28646944
DH612,53.7116,10.37264722
DH613,53.75414444,10.45899722
DH614,53.796625,10.54551667
DH615,53.83904444,10.63220556
DH620,53.86763889,9.796630556
DH630,53.75388889,10.02036667
DH631,53.79667778,10.10645278
DH632,53.83940556,10.19270833
DH633,53.88207222,10.27913611
DH634,53.92467778,10.36573611
DH635,53.96721944,10.45250833
DH655,53.90316667,10.54249167
DH656,53.86068611,10.45576111
DH657,53.81814167,10.3692
DH658,53.77553889,10.28281111
DH804,53.82194722,9.671380556
DH805,53.75099722,9.733505556
DH806,53.691875,9.785091667
DH807,53.63272778,9.836536111
DH808,53.57355833,9.887838889
DH809,53.51441111,9.938961111
DH810,53.45519444,9.989986111
DH811,53.39595556,10.04087222
DH812,53.33669167,10.09161944
DH813,53.27740278,10.14222778
DH814,53.21809167,10.19269722
DH815,53.15876111,10.24303056
DH820,53.76794167,10.03459722
DH821,53.70883056,10.08567222
DH822,53.64956111,10.136725
DH823,53.59026667,10.18763889
DH829,53.60773611,10.493175
DH830,53.53087222,10.23847778
DH831,53.47160556,10.28904722
DH832,53.41224167,10.33954167
DH833,53.35285278,10.3899
DH834,53.29344444,10.44012222
DH835,53.23401111,10.49020556
DH854,53.19644722,10.36651111
DH855,53.25583056,10.31630278
DH856,53.31519167,10.26595556
DH857,53.37453056,10.21547222
DH858,53.43384444,10.16485
DIBIR,51.27694444,6.124444444
DIKMI,51.19544167,6.564291667
DITBA,48.51946944,9.645427778
DK020,50.84185833,7.063655556
DK021,50.83729444,7.048655556
DK022,50.77325556,7.086638889
DK023,50.77745,7.280716667
DK031,50.91460833,7.075280556
DK032,50.91534167,7.079094444
DK035,50.93428611,7.137369444
DK036,50.96753611,7.242180556
DK037,50.99017778,7.313808333
DK038,51.02218333,7.415325
DK039,50.91148889,7.110994444
DK070,50.93003056,7.361322222
DK071,50.92399444,7.340658333
DK072,50.98756389,7.321936111
DK073,50.90629722,7.279955556
DK132,50.80128611,7.240916667
DK134,50.76399444,7.240225
DK136,50.74951944,7.17885
DK141,50.81469167,7.238516667
DK142,50.81678889,7.216991667
DK144,50.82288611,7.350075
DK145,50.85926667,7.363022222
DK147,50.62906389,7.168819444
DK148,50.76205278,7.2465
DK149,50.74717778,7.183991667
DK152,51.02380833,7.210047222
DK200,50.77998333,7.163966667
DK205,50.96841944,6.799547222
DK215,51.08136944,6.993627778
DK225,50.64929722,7.262591667
DK255,51.02493333,6.896466667
DK265,50.70541944,7.359408333
DK405,50.97745833,6.808508333
DK415,51.08388889,6.901388889
DK416,51.09555556,7.006388889
DK417,51.06472222,7.185
DK418,51.05444444,7.465
DK425,51.09041667,7.002613889
DK428,50.98138889,7.431666667
DK435,51.04194444,6.800833333
DK437,50.90666667,6.688888889
DK454,51.03397778,6.905441667
DK455,51.03397778,6.905441667
DK461,50.85741111,7.297683333
DK471,50.77562222,7.120197222
DK515,50.98704722,7.54585
DK525,51.0338,7.393913889
DK527,50.87339444,7.738497222
DK535,50.99944444,7.478333333
DK536,51.06333333,7.430277778
DK537,50.99166667,7.191944444
DK545,50.9475,7.5175
DK546,50.88222222,7.566111111
DK547,50.81111111,7.328055556
DK554,50.95138889,7.426944444
DK555,50.95855833,7.450466667
DK561,50.90054722,6.999391667
DK605,50.64778889,7.286869444
DK615,50.68055556,7.471388889
DK616,50.69277778,7.547777778
DK617,50.81472222,7.633055556
DK627,50.725,7.751666667
DK635,50.64638889,7.413888889
DK636,50.6125,7.356388889
DK637,50.63555556,7.150277778
DK638,50.67416667,7.064722222
DK654,50.69527778,7.396111111
DK655,50.70390278,7.383694444
DK661,50.95831389,7.166180556
DK670,50.90759167,7.067544444
DK705,50.69450556,6.883955556
DK715,50.69450556,6.883955556
DK717,50.78113611,7.167763889
DK718,50.80985556,7.262605556
DK719,50.94009167,7.697475
DK729,50.70425278,7.524113889
DK754,50.76946389,6.826805556
DK755,50.76946389,6.826805556
DK761,50.95430833,7.175019444
DL001,51.42289444,7.054275
DL003,51.26131944,6.713669444
DL004,51.42638611,7.049761111
DL006,51.2649,6.709338889
DL010,51.06768056,6.584575
DL011,51.21696667,6.402811111
DL012,51.15088889,6.483452778
DL014,51.31161667,6.819216667
DL015,51.37878056,6.78145
DL016,51.22053889,6.398444444
DL017,51.15446389,6.4791
DL019,51.31519444,6.814877778
DL020,51.3823,6.776225
DL021,51.31273333,6.637055556
DL022,51.31988611,6.629177778
DL050,51.33160833,6.861822222
DL051,51.341275,6.883475
DL052,51.41161389,6.837263889
DL053,51.35068611,6.904552778
DL058,51.35435,6.912763889
DL230,51.27160556,6.734641667
DL231,51.27503889,6.730566667
DL232,51.3287,6.695491667
DL233,51.33761111,6.695516667
DL234,51.2943,6.681469444
DL235,51.29023611,6.685677778
DL236,51.26429444,6.718891667
DL237,51.26639444,6.71245
DL238,51.32013333,6.549758333
DL239,51.22445278,6.633205556
DL240,51.223675,6.633330556
DL241,51.12866667,6.648511111
DL242,51.15343611,7.335177778
DL243,51.22726111,6.639238889
DL244,51.14528611,7.096319444
DL247,51.22695278,6.639633333
DL402,51.36128611,7.395530556
DL403,51.32429722,7.306869444
DL404,51.28723889,7.218355556
DL405,51.25011667,7.129983333
DL406,51.31664167,7.050105556
DL407,51.35671389,7.135075
DL408,51.396725,7.220194444
DL409,51.43667222,7.305461111
DL410,51.496475,7.433644444
DL420,51.64975,7.0488
DL421,51.60961667,6.963358333
DL422,51.56941667,6.878066667
DL426,51.48971944,6.974727778
DL428,51.52984722,7.059952778
DL429,51.56991111,7.145330556
DL430,51.62989167,7.273680556
DL450,51.56321111,7.353780556
DL452,51.50331944,7.225513889
DL454,51.46331389,7.140191667
DL455,51.42324444,7.055019444
DL501,51.13963333,6.896969444
DL502,51.206,6.816947222
DL503,51.16569444,6.732538889
DL504,51.12533056,6.648280556
DL505,51.08490278,6.564169444
DL510,51.04441667,6.480205556
DL512,51.77961944,6.633802778
DL513,51.37750278,6.474733333
DL514,51.41799722,6.559308333
DL517,51.49963333,6.995752778
DL518,51.45945833,6.910638889
DL519,51.41922222,6.825677778
DL522,51.33856389,6.656202778
DL524,51.25765833,6.487330556
DL525,51.21711667,6.403119444
DL530,51.17651111,6.319055556
DL550,51.11049167,6.399747222
DL555,51.15103611,6.483761111
DM049,48.33766944,11.70943056
DM050,48.28756944,11.70800556
DM051,48.3336,11.65276667
DM052,48.33185,11.62933333
DM053,48.30645278,11.2896
DM054,48.30335,11.24906111
DM055,48.42598056,11.44047778
DM056,48.49185,11.61586667
DM057,48.53866389,11.98606667
DM058,48.31680278,11.42645833
DM059,48.24966389,11.41331111
DM060,48.35643056,11.68136389
DM061,48.32784722,11.303725
DM062,48.32143056,11.2213
DM063,48.4579,11.43166944
DM064,48.49240833,11.62042222
DM065,48.570225,11.59750278
DM066,48.35491389,11.66086389
DM067,48.35831667,11.71001944
